Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western
Peter and Paul,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beneath the Valley of the Ultra-Vixens,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dayton's Devils,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Congo Bill,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Camp Rock,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
The Prince of Pennsylvania,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Cohen Saves the Flag,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Innocent Blood,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
When Eagles Strike,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Garden of Eden,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
What's Your Number?,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Big Noise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SuperBabies: Baby Geniuses 2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Father Steps Out,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Undertaking Betty,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Total Eclipse,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Tell England,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hello Trouble,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
That's Black Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Men of the Lightship,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Yu Yu Hakusho: Poltergeist Report,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Telefon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mask,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Meet Bill,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Red: Werewolf Hunter,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Second Sight,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Surf-Bored Cat,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
"Murder, He Says",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shogun Assassin,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Grey,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Press for Time,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stingray,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Just William's Luck,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Very Brady Sequel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The After Party: The Last Party 3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Case of the Missing Hare,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Porky in Egypt,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Final Terror,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Next Big Thing,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vicious Circle,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Metalstorm: The Destruction of Jared-Syn,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Mr. Holland's Opus,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
The Fast Lady,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Student Seduction,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
One Hundred Mornings,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Stir of Echoes: The Homecoming,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Slither,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Halloween III: Season of the Witch,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
Last Night,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Desperate Hours,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
Rob Roy,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
Hannah and Her Sisters,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
City Dump: The Story of the 1951 CCNY Basketball Scandal,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Sheep in the Deep,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Bright and Early,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Nit-witty Kitty,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
How to Stuff a Wild Bikini,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Super Sweet 16: The Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Captain America: The First Avenger,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Unstrung Heroes,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
In the Bag,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Andy Hardy Gets Spring Fever,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nixon,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Haunted Palace,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Grass Is Singing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I Need To Lose Ten Pounds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wings for This Man,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Boilesk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Julia and Julia,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
Love N' Dancing,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Krakatoa, East of Java",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Alien Love Triangle,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Hey Babe!,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The New Janitor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sweet Nothing,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Storm Boy,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Hare-Brained Hypnotist,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Live Parc Des Princes Paris,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Man From Dakota,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fade to Black,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Country Boys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cuban Pete,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
How to Kill Your Neighbor's Dog,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Loves of Ariane,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Mask,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
On the Nickel,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Colors,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Despair,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
My One and Only,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
David's Mother,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Saturday Morning Massacre,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Great Man,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Holy Wars,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pressing Business,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mean Dog Blues,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
I Want Someone to Eat Cheese With,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Breakin' All the Rules,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A Distant Trumpet,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Happy Gilmore,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rented Lips,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True as a Turtle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Breakout,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
China Gate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Reverse Be My Lot,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Planet Earth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Three Hollywood Girls,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Shadow Between,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Utopian Society,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
From Stump to Ship,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Vacationland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sally's Irish Rogue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hide and Creep,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
Alice Adams,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Someone Else,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Home in Indiana,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South of St. Louis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Memorial: Letters from American Soldiers,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Snake Eater II: The Drug Buster,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Second Mate,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Grace Card,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Puppet Master Vs The Demonic Toys,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Jeepers Creepers,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Evan Almighty,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
My Friend Irma Goes West,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Born Equal,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scenes from a Mall,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mobsters and Mormons,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A Force More Powerful,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
If Only,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
The Duke Wore Jeans,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Magnetic Monster,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Summer Holiday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Looking for Fidel,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mahler,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Scarlet and the Black,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Terminal Station,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
To Oblige a Lady,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My Kingdom,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Bosko the Doughboy,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Foxes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fast Workers,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Moon People,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Return to Yesterday,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
StreetDance 3D,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Forest Of The Dead,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Making Stars,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Open Mic'rs,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stella Does Tricks,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Building Sites Bite,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Raisin in the Sun,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Painted Smile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Oh, Men! Oh, Women!",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad Girls Go to Hell,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Running Jumping & Standing Still Film,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
David Holzman's Diary,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Matinee,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0
Norman Ormal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Noah Sife V. 2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Benefit of the Doubt,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It Happened on 5th Avenue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Buddy's Garage,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Gray Lady Down,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Firefox,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Plow That Broke the Plains,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Face in the Rain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lupo the Butcher,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beverly Hills Brats,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Double Agent 73,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cactus,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Asylum of the Damned,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Messiah of Evil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Leif Jonker's Darkness,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Book Lady,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Summer Story,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Terry of the Times,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stranger by Night,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Transamerica,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Come Back, Miss Pipps",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Tarzan's Greatest Adventure,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Fly,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Argo,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
The Boy Who Cried Werewolf,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
What Do You Say to a Naked Lady?,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Where No Vultures Fly,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Crime and Punishment,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Contra Conspiracy,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Dark Horse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Wizard of Oz in Concert: Dreams Come True,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0
Day & Night,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Everybody Loves Sunshine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
The Return of Frank James,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Fly Me,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Mysterious Mr. M,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tender Fictions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dallas: The Early Years,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Warhead,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Life Begins for Andy Hardy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
The Boy in Blue,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Dear Frankie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Braindrainer,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
The Squid and the Whale,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Boys Beware,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Made in Britain,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
That Forsyte Woman,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
The Reluctant Astronaut,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Dirty Girl,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Secret Journey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Raven,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Returning Mickey Stern,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Old Mother Riley Detective,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
You Ruined My Life,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Alice of Wonderland in Paris,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gregory's Girl,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
In the Line of Fire,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Teenage Caveman,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Family Demons,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rumpus in the Harem,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hellions,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Blood Monkey,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Fabulous Baker Boys,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
The Plains of Heaven,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Grass Roots,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
State Property 2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Young Ones,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Morgan M. Morgansen's Date with Destiny,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Chase a Crooked Shadow,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
The Nickel Ride,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Best Man,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
A Child Is Waiting,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Timmy's World at Night,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brothers in Law,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebel Love,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nothing But Trouble,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Knick Knack,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Extreme Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Life-Size,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Easy Money,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Book of Dragons,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Junior Defenders,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Heavy,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Scream 3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
Coyote Summer,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commotion on the Ocean,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Totally Fucked Up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Chicken of Tomorrow,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Filmic Achievement,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bawdy Adventures of Tom Jones,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Bother to Knock,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Exterminator 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Skid Kids,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Company of Wolves,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
The Wrong Arm of the Law,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Save a Marriage and Ruin Your Life,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mississippi Masala,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Blood in the Water,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Her Private Life,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Frankenweenie,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
The Surrogate,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Refrigerator,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Before I Wake,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Photographing a Ghost,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wild Blood,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Rock Opera,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
The Temptations,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
The Agency,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
American Venus,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Hail Caesar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Princess and the Pirate,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
Never So Few,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
See Dick Run,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casablanca Express,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks Meet Frankenstein,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Art of Getting By,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Rose Hill,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
Sons of the Desert,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Casualties of Love: The Long Island Lolita Story,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Mickey's Mellerdrammer,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
K-9000,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Birthday Girl,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
The Flirting Husband,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Go West, Young Man",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Untamed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resurrection,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
London Love,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Delgo,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Return to Halloweentown,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Hello, Sister!",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jeff the Demon,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Racketeer Rabbit,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Breakfast At Bens',0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
The Reluctant Debutante,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
The Citadel,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Dangerous Cargo,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Merry Widow,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Paperhouse,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
Homecoming,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
An All Dogs Christmas Carol,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
At Home by Myself...With You,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dick Tracy's G-Men,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
That Darn Cat,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
That's Life!,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Doctor in Love,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Odysseus & the Isle of the Mysts,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Mammy,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Bravo Two Zero,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Thousand Plane Raid,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Limehouse Blues,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
To Kill a Mockingbird,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
The Boys Next Door,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
The Devil's Daffodil,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
'Gator Bait,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Last Of England,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
High School Hellcats,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Micki + Maude,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Who Shall Live and Who Shall Die,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alfred the Great,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Happy Accidents,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Psycho II,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
Born Reckless,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"Don't Ask, Don't Tell",0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
