Title,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Horror,Musical,Mystery,Romance,Scifi,Short Film,Thriller,Western,fold
The Dirk Diggler Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Garfield's Feline Fantasies,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Adventures of Buckaroo Banzai Across the 8th Dimension,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heaven's Rain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The KarateGuard,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Up the Chastity Belt,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No Love for Johnnie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2
Why Korea?,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
Hollow Man 2,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
Cowboy Canteen,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Once You Meet a Stranger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
We're in the Legion Now,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Invasion of the Blood Farmers,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Confessions of a Window Cleaner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Underground Comedy Movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
HellBent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
In Celebration,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Streets of Laredo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Interrupted Melody,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Victoria the Great,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Blackbeard,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Children Shouldn't Play with Dead Things,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3
Boy,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The World Unseen,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Hey Babe!,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
Daniel and The Towers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Where's Jack?,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Polanski Unauthorized,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Buccaneers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Red Mountain,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Twinkle, Twinkle, Little Pink",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Reinactors,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Human Hounds,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Brasher Doubloon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3
Uncle Buck,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2
The Bride,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
Mystery Mansion,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
Black Irish,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mrs. Winterbourne,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
"Dick Deadeye, or Duty Done",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Who Stole the Doggies?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
A Clever Dummy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
A Problem with Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
The Goodies Rule – O.K.?,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bachelor Mother,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Blind Side,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Morals of Marcus,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Beneath Hill 60,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Intruders,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
The Princess Diaries 2: Royal Engagement,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1
Seas Beneath,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Two Too Young,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
Design for Dreaming,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
A Funny Thing Happened on the Way to the Moon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Golden Eye,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,3
Kiss Loves You,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Pornstar Pets,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Atlantis: The Lost Empire,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2
Red Roses and Petrol,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Red Cockroaches,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
The R.M.,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2
The House of Trent,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Ladies Who Do,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Summer,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Last Dispatch,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"Mother, Jugs & Speed",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Beginning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
W.W. and the Dixie Dancekings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Lena Baker Story,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
No Orchids for Miss Blandish,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2
Song of a Jewish Cowboy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
Gardener of Eden,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Ivor the Invisible,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Never Take No for an Answer,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Spellbinder,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3
Pay As You Exit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Guilty by Suspicion,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Albert Schweitzer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
The Mirror Has Two Faces,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Tanganyika,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Libertine,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3
Mega Python vs. Gatoroid,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
The Fall of Fujimori,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Benji: Off the Leash!,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Spoiled the Movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Wuthering Heights,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Beanstalk Bunny,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3
Heaven Help Us,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Tears in the Rain,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Final Cut,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
The Girl Next Door,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Lost,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
The Triumph of the Scarlet Pimpernel,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Air Devils,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Wings Over Africa,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
Last Stand at Saber River,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Hats Off,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
The Man Called Noon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Wake in Fright,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
The Statement,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,3
Klunkerz: A Film About Mountain Bikes,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
The Deadly Tower,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
"Oh, What a Lovely Tea Party",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Hacks,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Pink Tail Fly,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Bill Cosby: Himself,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The China Syndrome,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lenexa, 1 Mile",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DysEnchanted,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Summer Lightning,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man Who Predicted 9/11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Prancer,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
Moments,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Money No Enough,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Six Lessons from Madame La Zonga,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
The Milky Waif,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
Poor Little Rich Girl,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
When the Circus Came to Town,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Don't Tell Her It's Me,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Under Ten Flags,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Barbie: The Princess and the Popstar,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Wedding Worries,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3
Parajanov: The Last Spring,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
The Thief Lord,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
Lady Windermere's Fan,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Young Triffie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Holy Mountain,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Last Flight of Noah's Ark,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Beyond Re-Animator,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,2
My Zinc Bed,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fifty-nothing,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Dandy Dick,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leather Gloves,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Off Limits,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Please Don't Eat My Mother,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
The Hemp Revolution,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Charlie Chan's Murder Cruise,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
A Better Class of Person,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Popcorn,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Compulsion,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
DOA: Dead or Alive,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
The Ernest Green Story,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Moonrunners,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Angela,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Come Next Spring,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
The Busy Body,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Land Girls,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Nightjohn,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
College Holiday,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Christmas with the Kranks,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sleeping Car to Trieste,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
The Scarlet Pumpernickel,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
While Parents Sleep,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Killer Instinct,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
Salvation Boulevard,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Johnny Belinda,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Talk to Me,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Things We Lost in the Fire,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Peterville Diamond,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Gates to Paradise,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Carriers,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
The Conspiracy of Silence,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
The Beatniks,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Criss Cross,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
Lords of the Street,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Madigan,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
My Ambition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Yellow Lily,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
A Day at School,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
The Trials of Oscar Wilde,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ramrod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Buccaneer's Girl,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Fountain of Youth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
International Velvet,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
American Hustle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Between Friends,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Big Man on Campus,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mexican Blow,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
Mack the Knife,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,3
But I'm a Cheerleader,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Night Train,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
Along Came A Duck,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
All About You,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
Bug,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
The Angry Silence,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
What What,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2
Hollywood Hotel,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Earth Girls Are Easy,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3
Hustle,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,3
Jingle All the Way,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Forever Mine,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
I'm a Monkey's Uncle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
The Battle of Love's Return,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Oliver Twist,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Legend of the Lost,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
The Apocalypse,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
Saturday's Children,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cosh Boy,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Starshaped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Coldblooded,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Quest for Camelot,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,2
Doll Graveyard,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Date Bait,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Being Caribou,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Headless Horseman,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
Slugs,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Simon and Laura,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Wild Bunch: An Album in Montage,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Mr. Hex,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
The Crazy Clock Maker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
The Hidan of Maukbeiangjow,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,2
Catwoman,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
One Water,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Getting Away with Murder: The JonBenét Ramsey Mystery,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Savage Harvest,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bloodsplattered Joe,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Feeding Sea Lions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Black Eagle,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Bury My Heart at Wounded Knee,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
Troubled Waters,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Small Sacrifices,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Shock Corridor,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2
Curse of the Undead,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3
The Alien Factor,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
We're in the Money,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3
Maytime,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3
Kabluey,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Princess,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
Cheer Up and Smile,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3
The Coconut Revolution,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Riding Giants,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
The Comic,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Accidental Friendship,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
This Space Between Us,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Outsiders,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Madison Avenue,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Kathleen Mavourneen,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
Voodoo Dawn,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
In Pursuit of Honor,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,2
A Little Bit of Bluff,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crow Hollow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3
It's Alive,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
FBI Girl,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,2
Bandido,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lord of the Flies,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"What's Up, Doc?",0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
The Three Sisters,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
The Beast of Yucca Flats,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3
Call of the Flesh,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
Trapped Beneath the Sea,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Nouvelle-France,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3
Riding in Cars with Boys,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Too Young to Be a Dad,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Carnival of Souls,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,3
Curse of the Crimson Altar,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
Cupid's Rival,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
The Over-the-Hill Gang,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3
Clash of the Titans,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
A Force of One,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2
Daleks - Invasion Earth 2150 AD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Perdita Durango,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,3
Jimmy Zip,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
A Ferret Called Mickey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Hail Caesar,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Countdown to Ground Zero,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santee,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
Page Eight,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,3
The Haunted Strangler,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2
The Dying Gaul,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Trial,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3
Blessed Event,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
They Were Sisters,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
Term of Trial,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pie-Eyed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Room for Two,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jackass 3D,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
Smokey and the Bandit II,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Jaguar Lives!,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Hotel Paradiso,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cliffhanger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Following the Flag in Mexico,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
Jack Ahoy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Panic in the Streets,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Second Serve,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
Little Quacker,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Hoffmeyer's Legacy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Zombie Apocalypse,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
Giants vs. Yanks,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Anne of Green Gables,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,3
Ladybug Ladybug,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
A Season on the Brink,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1
Smithy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
Duress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Savage Guns,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brazil,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
Side Out,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2
Take My Tip,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
The Burrowers,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
A Bullet for Joey,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Zis Boom Bah,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2
Out,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
Stripped to Kill,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2
Gents Without Cents,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
Young Pioneers,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
30 Years From Here,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Brewster McCloud,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Close Harmony,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
